subject_id	predicate_id	object_id	mapping_justification	subject_label	object_label
CL:0002279	oboInOwl:hasDbXref	FMA:62944	semapv:UnspecifiedMatching	type L enteroendocrine cell	Type L enteroendocrine cell
CL:0002280	oboInOwl:hasDbXref	FMA:62943	semapv:UnspecifiedMatching	type N enteroendocrine cell	Type N enteroendocrine cell
CL:0002281	oboInOwl:hasDbXref	FMA:62936	semapv:UnspecifiedMatching	type S enteroendocrine cell	Type S enteroendocrine cell
CL:0002282	oboInOwl:hasDbXref	FMA:63421	semapv:UnspecifiedMatching	type TG enteroendocrine cell	Type TG enteroendocrine cell
CL:0002283	oboInOwl:hasDbXref	FMA:70581	semapv:UnspecifiedMatching	ecto-epithelial cell of viscerocranial mucosa	Ecto-epithelial cell of viscerocranial mucosa
CL:0002284	oboInOwl:hasDbXref	FMA:63209	semapv:UnspecifiedMatching	type X enteroendocrine cell	Type X enteroendocrine cell
CL:0002285	oboInOwl:hasDbXref	FMA:67940	semapv:UnspecifiedMatching	type III taste bud cell	Type III taste bud cell
CL:0002286	oboInOwl:hasDbXref	FMA:62381	semapv:UnspecifiedMatching	type II taste cell	Type II taste bud cell
CL:0002287	oboInOwl:hasDbXref	FMA:62380	semapv:UnspecifiedMatching	type IV taste receptor cell	Type IV taste bud cell
CL:0002288	oboInOwl:hasDbXref	FMA:67941	semapv:UnspecifiedMatching	type V taste receptor cell	Type V taste bud cell
CL:0002289	oboInOwl:hasDbXref	FMA:62356	semapv:UnspecifiedMatching	type I taste bud cell	Type I taste bud cell
CL:0002290	oboInOwl:hasDbXref	FMA:84058	semapv:UnspecifiedMatching	Y chromosome-bearing sperm cell	Y chromosome-bearing sperm cell
CL:0002291	oboInOwl:hasDbXref	FMA:84057	semapv:UnspecifiedMatching	X chromosome-bearing sperm cell	X chromosome-bearing sperm cell
CL:0002292	oboInOwl:hasDbXref	FMA:84186	semapv:UnspecifiedMatching	type I cell of carotid body	Type I cell of carotid body
CL:0002293	oboInOwl:hasDbXref	FMA:72208	semapv:UnspecifiedMatching	epithelial cell of thymus	Epithelial cell of thymus
CL:0002294	oboInOwl:hasDbXref	FMA:72209	semapv:UnspecifiedMatching	type-1 epithelial cell of thymus	Type-1 epithelial cell of thymus
CL:0002295	oboInOwl:hasDbXref	FMA:72214	semapv:UnspecifiedMatching	type-6 epithelial cell of thymus	Type-6 epithelial cell of thymus
CL:0002296	oboInOwl:hasDbXref	FMA:72212	semapv:UnspecifiedMatching	type-4 epithelial cell of thymus	Type-4 epithelial cell of thymus
CL:0002297	oboInOwl:hasDbXref	FMA:72211	semapv:UnspecifiedMatching	type-3 epithelial cell of thymus	Type-3 epithelial cell of thymus
CL:0002298	oboInOwl:hasDbXref	FMA:72213	semapv:UnspecifiedMatching	type-5 epithelial cell of thymus	Type-5 epithelial cell of thymus
CL:0002299	oboInOwl:hasDbXref	FMA:72210	semapv:UnspecifiedMatching	type-2 epithelial cell of thymus	Type-2 epithelial cell of thymus
CL:0002301	oboInOwl:hasDbXref	BTO:0003652	semapv:UnspecifiedMatching	type B synovial cell	synovial cell
CL:0002301	oboInOwl:hasDbXref	FMA:66788	semapv:UnspecifiedMatching	type B synovial cell	Type B synoviocyte
CL:0002302	oboInOwl:hasDbXref	FMA:66787	semapv:UnspecifiedMatching	type A synovial cell	Type A synoviocyte
